srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,stcpb,dtcpb,smeansz,dmeansz,res_bdy_len,sjit,djit,sintpkt,dintpkt,tcprtt,synack,ackdat,ct_state_ttl,ct_flw_http_mthd,ct_srv_src,ct_srv_dst,ct_dst_src_ltm,attack_cat,label
35.0,61942.0,9.0,28941.0,114.0,5.0,0.06452999999999999,3078.0,31328.0,31.0,29.0,7.0,18.0,0.0,374027.5938,3806229.75,50.0,50.0,255.0,1461732159.0,1568241550.0,62.0,627.0,0.0,78.199097,2.01769,1.310469,1.307449,0.000587,0.000461,0.000126,0.0,0.0,2.0,3.0,1.0,0,0
33.0,5716.0,9.0,61478.0,114.0,5.0,2.862646,13870.0,548216.0,31.0,29.0,21.0,197.0,0.0,38602.04688,1528557.75,242.0,438.0,255.0,3240694979.0,3260419098.0,57.0,1252.0,0.0,798.878869,601.033191,11.875731,6.549483,0.00064,0.000518,0.000122,0.0,0.0,8.0,6.0,4.0,0,0
38.0,35564.0,20.0,62606.0,114.0,5.0,0.063026,1060.0,824.0,31.0,29.0,2.0,2.0,5.0,117792.6484,94183.34375,8.0,10.0,255.0,1419656293.0,3566038089.0,133.0,82.0,83.0,534.563826,13.39095,8.952714,6.948778,0.00061,0.000484,0.000126,0.0,1.0,3.0,1.0,3.0,0,0
35.0,70720.0,24.0,13209.0,114.0,5.0,2.232327,25528.0,47530.0,31.0,29.0,77.0,96.0,0.0,91201.69531,169831.75,322.0,338.0,255.0,950251499.0,950548250.0,79.0,141.0,0.0,488.819061,477.434264,6.953246000000001,6.641997,0.000766,0.000605,0.000161,0.0,0.0,9.0,20.0,7.0,0,0
31.0,63486.0,16.0,62606.0,114.0,5.0,1.147323,930.0,1290.0,62.0,252.0,2.0,2.0,5.0,5947.758301,8095.366211,12.0,10.0,255.0,1268082041.0,2828256922.0,78.0,129.0,178.0,6666.891906,183.818359,104.302089,112.791781,0.159479,0.113264,0.046215,1.0,4.0,2.0,2.0,2.0,9,1
35.0,55498.0,26.0,61478.0,114.0,5.0,0.146067,1540.0,1644.0,31.0,29.0,4.0,4.0,0.0,79087.0,85056.85938,16.0,18.0,255.0,4006472376.0,1912385934.0,96.0,91.0,0.0,776.220197,20.18773,9.716067,8.562235000000001,0.0006190000000000001,0.0005,0.000119,0.0,0.0,12.0,8.0,8.0,0,0
33.0,60129.0,8.0,61478.0,114.0,5.0,0.081474,3064.0,64718.0,31.0,29.0,6.0,26.0,0.0,294081.5625,6258487.5,44.0,66.0,255.0,3592543586.0,3591718249.0,70.0,981.0,0.0,102.172574,78.714748,1.887209,1.244985,0.000657,0.000546,0.000111,0.0,0.0,10.0,18.0,7.0,0,0
30.0,8107.0,15.0,62606.0,114.0,5.0,0.749228,856.0,31520.0,62.0,252.0,2.0,12.0,5.0,8381.960938,324547.4063,12.0,28.0,255.0,1195875100.0,3937948843.0,71.0,1126.0,14946.0,4278.434761,3451.8169780000007,68.02000100000001,25.514445,0.167822,0.060329,0.107493,1.0,1.0,1.0,1.0,1.0,1,1
40.0,61709.0,20.0,6369.0,114.0,5.0,0.113985,3390.0,42080.0,31.0,29.0,7.0,22.0,0.0,233714.9531,2902487.0,56.0,58.0,255.0,135412836.0,2285313514.0,61.0,726.0,0.0,111.580131,107.498315,2.066418,1.989403,0.000732,0.000587,0.000145,0.0,0.0,4.0,12.0,1.0,0,0
40.0,118824.0,22.0,13309.0,114.0,5.0,0.003983,528.0,8824.0,31.0,29.0,1.0,4.0,4.0,956063.3125,16247051.0,10.0,12.0,255.0,1987401365.0,1994765817.0,53.0,735.0,0.0,28.969662,20.729903,0.405,0.317818,0.0006360000000000001,0.000483,0.000153,0.0,0.0,3.0,3.0,3.0,0,0
39.0,37477.0,24.0,4731.0,114.0,5.0,1.363885,7816.0,16594.0,31.0,29.0,30.0,32.0,0.0,45470.10938,96565.32031,122.0,126.0,255.0,3565724651.0,1421279846.0,64.0,132.0,0.0,660.517164,652.6963,11.268851,10.907272,0.000601,0.0004730000000000001,0.000128,0.0,0.0,7.0,7.0,2.0,0,0
40.0,11617.0,22.0,4731.0,114.0,5.0,0.786028,7806.0,15444.0,31.0,29.0,30.0,32.0,0.0,78806.35156,155943.5469,122.0,126.0,255.0,3105368848.0,3110580643.0,64.0,123.0,0.0,445.639845,440.002454,6.54575,6.28432,0.000608,0.000485,0.000123,0.0,0.0,3.0,2.0,1.0,0,0
38.0,44696.0,26.0,62566.0,114.0,5.0,0.047918,4238.0,59594.0,31.0,29.0,7.0,30.0,0.0,697858.875,9814934.0,72.0,74.0,255.0,731645625.0,731971799.0,59.0,805.0,0.0,40.19498,39.422374,0.680086,0.648,0.0007379999999999999,0.000605,0.000133,0.0,0.0,1.0,1.0,1.0,0,0
34.0,15639.0,23.0,62606.0,114.0,5.0,1.018832,1684.0,10168.0,31.0,29.0,3.0,5.0,5.0,12280.72949,75411.84375,14.0,18.0,255.0,181353009.0,2334667640.0,120.0,565.0,3924.0,8775.449892,7683.154906000002,78.344464,59.89970600000001,0.000688,0.00053,0.00015800000000000002,0.0,1.0,3.0,2.0,1.0,0,0
30.0,28182.0,15.0,62606.0,114.0,5.0,0.6802125733496485,862.0,1223.0,62.0,252.0,2.0,2.0,5.0,9222.834873949249,12580.918860729866,10.0,8.0,255.0,4175696762.0,1842808992.0,79.0,152.0,199.0,3829.1887232746362,128.19177408871462,69.12594154248302,83.41631015200925,0.14296570887667331,0.08209101532931322,0.060874693547360074,1.0,1.0,2.0,2.0,2.0,9,1
28.0,90.0,12.0,47344.0,120.0,6.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,2.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,2.0,0.0,14.0,14.0,14.0,4,1
18.0,90.0,29.0,47344.0,120.0,6.0,7.000000000000002e-06,264.0,0.0,60.0,0.0,0.0,0.0,2.0,150857136.0,0.0,2.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,0,0
31.0,46486.0,15.0,47344.0,120.0,6.0,3e-06,114.0,0.0,254.0,0.0,0.0,0.0,2.0,152000000.0,0.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,2.0,0.0,18.0,18.0,18.0,4,1
37.0,5077.0,8.0,61478.0,114.0,5.0,6.07142,15740.0,641784.0,31.0,29.0,24.0,230.0,0.0,20664.6875,843988.375,276.0,510.0,255.0,2514325980.0,2524540823.0,57.0,1258.0,0.0,7341.33583,5365.923542,22.320236,11.927212,0.000598,0.000463,0.000135,0.0,0.0,9.0,3.0,2.0,0,0
28.0,42877.0,15.0,17042.0,114.0,5.0,0.4774021207357913,659.0,268.0,254.0,252.0,2.0,1.0,0.0,10272.448930861978,3941.221789646777,10.0,6.0,255.0,2811246202.0,2584949039.0,66.0,45.0,0.0,2786.074334685125,121.12059484003166,48.256661195601595,79.63537356845416,0.1448524601670208,0.07921699697162574,0.06563546319539508,1.0,0.0,1.0,1.0,1.0,5,1
38.0,96693.0,20.0,63942.0,114.0,5.0,0.008648999999999999,2334.0,14712.0,31.0,29.0,7.0,11.0,0.0,2099664.75,13208463.0,36.0,34.0,255.0,354523367.0,354839231.0,65.0,433.0,0.0,14.953709,13.521285999999998,0.237086,0.242848,0.000743,0.000625,0.000118,0.0,0.0,8.0,8.0,1.0,0,0
34.0,38821.0,21.0,47344.0,120.0,2.0,0.000946,130.0,162.0,31.0,29.0,0.0,0.0,2.0,549682.875,684989.4375,2.0,2.0,0.0,0.0,0.0,65.0,81.0,0.0,0.0,0.0,0.005,0.006,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0,0
35.0,64141.0,21.0,30137.0,114.0,5.0,0.029915,4222.0,62044.0,31.0,29.0,7.0,30.0,0.0,1113555.125,16367976.0,72.0,74.0,255.0,3999155353.0,4003658164.0,59.0,838.0,0.0,22.191945,21.907064,0.416634,0.401247,0.000773,0.000614,0.00015900000000000002,0.0,0.0,9.0,4.0,1.0,0,0
34.0,27976.0,26.0,12108.0,114.0,5.0,0.8419059999999999,2934.0,3740.0,31.0,29.0,11.0,15.0,3.0,27347.4707,34882.75391,52.0,54.0,255.0,146893456.0,148003055.0,56.0,69.0,0.0,1590.060424,53.282902,16.502334,15.874377,0.000669,0.00056,0.000109,0.0,0.0,1.0,1.0,6.0,0,0
40.0,878.0,23.0,46132.0,114.0,5.0,0.507307,10998.0,16366.0,31.0,29.0,30.0,32.0,0.0,171872.2656,255829.3125,110.0,114.0,255.0,2276063989.0,126779324.0,100.0,144.0,0.0,523.783056,512.244124,4.737598,4.524545,0.000685,0.00055,0.000135,0.0,0.0,6.0,2.0,1.0,0,0
42.0,120171.0,9.0,47344.0,120.0,2.0,0.001042,146.0,178.0,31.0,29.0,0.0,0.0,2.0,560460.625,683301.3125,2.0,2.0,0.0,0.0,0.0,73.0,89.0,0.0,0.0,0.0,0.009000000000000001,0.001,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0,0
34.0,27295.0,26.0,47344.0,120.0,2.0,0.001034,130.0,162.0,31.0,29.0,0.0,0.0,2.0,502901.375,626692.5,2.0,2.0,0.0,0.0,0.0,65.0,81.0,0.0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0
31.0,90.0,18.0,47344.0,120.0,6.0,3.5e-05,114.0,0.0,254.0,0.0,0.0,0.0,2.0,13028571.0,0.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,2.0,0.0,38.0,38.0,38.0,4,1
39.0,128022.0,21.0,63983.0,114.0,5.0,0.018593,2646.0,24330.0,31.0,29.0,7.0,15.0,0.0,1111386.0,10230947.0,42.0,44.0,255.0,1554814444.0,3700498075.0,63.0,553.0,0.0,30.669132,29.19693,0.446122,0.419163,0.000942,0.000562,0.00038,0.0,0.0,4.0,6.0,1.0,0,0
30.0,29571.0,14.0,1202.0,120.0,6.0,9e-06,168.0,0.0,254.0,0.0,0.0,0.0,0.0,74666664.0,0.0,2.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2,1
40.0,20628.0,21.0,10372.0,114.0,5.0,0.018858,2750.0,27602.0,31.0,29.0,7.0,16.0,0.0,1140311.75,11454873.0,44.0,46.0,255.0,1606241852.0,1613675619.0,63.0,600.0,0.0,25.252522,25.167714,0.431442,0.418023,0.0005740000000000001,0.000462,0.000112,0.0,0.0,8.0,4.0,1.0,0,0
38.0,62705.0,23.0,62606.0,114.0,5.0,1.017061,1684.0,10168.0,31.0,29.0,3.0,5.0,5.0,12302.11328,75543.15625,14.0,18.0,255.0,343162505.0,2494566722.0,120.0,565.0,3924.0,8777.915229,7706.591201,78.207923,59.79588199999999,0.000671,0.000528,0.000143,0.0,1.0,1.0,1.0,1.0,0,0
30.0,50123.0,16.0,8501.0,120.0,6.0,1.0499631141484599e-05,152.0,0.0,254.0,0.0,0.0,0.0,0.0,57885592.73073261,0.0,2.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0104996311414846,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,5,1
33.0,46236.0,27.0,1202.0,120.0,2.0,0.004418,568.0,304.0,31.0,29.0,0.0,0.0,0.0,771389.75,412856.5,4.0,4.0,0.0,0.0,0.0,142.0,76.0,0.0,1.6645299999999998,1.377007,1.1840000000000002,0.990667,0.0,0.0,0.0,0.0,0.0,8.0,5.0,4.0,0,0
31.0,46486.0,18.0,47344.0,120.0,6.0,3e-06,114.0,0.0,254.0,0.0,0.0,0.0,2.0,152000000.0,0.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,2.0,0.0,27.0,27.0,27.0,4,1
42.0,63943.0,21.0,10477.0,114.0,5.0,0.004898,4168.0,2456.0,31.0,29.0,7.0,7.0,0.0,6430379.5,3789301.75,18.0,18.0,255.0,3914484689.0,1772500412.0,232.0,136.0,0.0,13.307076,0.337427,0.269,0.256412,0.000671,0.000534,0.00013700000000000002,0.0,0.0,7.0,9.0,1.0,0,0
42.0,64494.0,25.0,18652.0,114.0,5.0,0.046414,320.0,1886.0,31.0,29.0,1.0,2.0,4.0,46020.59766,284569.3125,6.0,8.0,255.0,1785089568.0,1790491250.0,53.0,236.0,0.0,641.7209429999998,15.736257,9.2162,6.554428999999999,0.000682,0.000531,0.000151,0.0,0.0,3.0,3.0,5.0,0,0
35.0,114253.0,25.0,49972.0,114.0,5.0,0.022908,2646.0,26060.0,31.0,29.0,7.0,15.0,0.0,902042.9375,8894011.0,42.0,44.0,255.0,1327785342.0,1349665895.0,63.0,592.0,0.0,39.113254,37.640436,0.551,0.520674,0.0006349999999999999,0.0005099999999999999,0.000125,0.0,0.0,5.0,7.0,1.0,0,0
33.0,19650.0,23.0,46132.0,114.0,5.0,0.006319,2048.0,2410.0,31.0,29.0,6.0,7.0,0.0,2485203.5,2934641.5,24.0,26.0,255.0,4293051416.0,2143745689.0,85.0,93.0,0.0,15.781652,13.592728,0.259435,0.22948,0.00072,0.000573,0.000147,0.0,0.0,3.0,4.0,1.0,0,0
30.0,43083.0,19.0,62606.0,114.0,5.0,0.99839494337212,835.0,1150.0,62.0,252.0,2.0,2.0,5.0,6163.740997856525,8372.480535752089,10.0,9.0,255.0,2578409906.0,419833427.0,83.0,122.0,128.0,6776.299640458647,179.8339419902463,110.93277112144057,106.79407175300396,0.1399763418747353,0.07611950035259518,0.06385684152214012,1.0,1.0,1.0,1.0,1.0,9,1
33.0,126412.0,23.0,42886.0,114.0,5.0,0.014748,2542.0,20826.0,31.0,29.0,7.0,13.0,0.0,1344724.75,11014918.0,40.0,40.0,255.0,2748880328.0,2760691466.0,64.0,521.0,0.0,0.0,0.615712,0.369103,0.365026,0.000634,0.000508,0.000126,0.0,0.0,5.0,7.0,1.0,0,0
18.0,46486.0,29.0,47344.0,120.0,6.0,3e-06,264.0,0.0,60.0,0.0,0.0,0.0,2.0,352000000.0,0.0,2.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,44.0,0,0
40.0,82040.0,21.0,16512.0,114.0,5.0,0.478804,37268.0,3068.0,31.0,29.0,18.0,8.0,9.0,610721.75,49840.85547,52.0,36.0,255.0,2039504558.0,2040568180.0,717.0,85.0,0.0,1085.108365,39.518098,9.380902,13.663942,0.00072,0.000559,0.000161,0.0,0.0,2.0,1.0,2.0,0,0
37.0,25338.0,22.0,62606.0,114.0,5.0,1.009792,1684.0,10168.0,31.0,29.0,3.0,5.0,5.0,12390.6709,76086.96094,14.0,18.0,255.0,2913427651.0,764859559.0,120.0,565.0,0.0,8761.842535,7675.4972739999985,77.650464,59.368824,0.000643,0.000519,0.000124,0.0,0.0,1.0,2.0,2.0,0,0
15.0,90.0,31.0,47344.0,120.0,6.0,2e-06,264.0,0.0,60.0,0.0,0.0,0.0,2.0,528000000.0,0.0,2.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,34.0,0,0
30.0,48946.0,14.0,49212.0,120.0,6.0,2.7164136759226896e-06,2686.0,0.0,254.0,0.0,0.0,0.0,0.0,3956537197.783336,0.0,2.0,0.0,0.0,0.0,0.0,1343.0,0.0,0.0,0.0,0.0,0.0027164136759226893,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,6,1
31.0,90795.0,18.0,62606.0,114.0,5.0,0.237187,760.0,4218.0,62.0,252.0,2.0,3.0,0.0,23070.4043,128067.7266,10.0,10.0,255.0,1511733469.0,3244870982.0,76.0,422.0,0.0,1335.34495,1558.97077,26.354111,24.457444,0.029302,0.016366,0.012936,1.0,0.0,1.0,1.0,1.0,1,1
29.0,64566.0,18.0,8696.0,114.0,5.0,0.6764789999999999,27256.0,764.0,254.0,252.0,12.0,4.0,0.0,311589.875,8396.417969,30.0,14.0,255.0,2152925365.0,257823376.0,909.0,55.0,0.0,1663.98619,71.501305,23.326862,44.93377,0.130234,0.074114,0.05612,1.0,0.0,5.0,5.0,5.0,0,0
34.0,106225.0,27.0,46132.0,114.0,5.0,0.004255,1036.0,2262.0,31.0,29.0,4.0,4.0,0.0,1786134.0,3899412.5,12.0,12.0,255.0,3807377984.0,1658106370.0,86.0,189.0,0.0,18.066113,0.394119,0.354364,0.32963600000000004,0.000762,0.0006190000000000001,0.000143,0.0,0.0,3.0,6.0,1.0,0,0
38.0,26950.0,9.0,48861.0,114.0,5.0,0.012918,2542.0,22128.0,31.0,29.0,7.0,14.0,0.0,1535222.125,13377922.0,40.0,42.0,255.0,1959944201.0,4109843364.0,64.0,527.0,0.0,19.101611,17.880744,0.323333,0.299951,0.0007509999999999999,0.000611,0.00014,0.0,0.0,4.0,8.0,2.0,0,0
31.0,46486.0,15.0,47344.0,120.0,6.0,1e-05,114.0,0.0,254.0,0.0,0.0,0.0,2.0,45600000.0,0.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,2.0,0.0,30.0,30.0,30.0,4,1
30.0,25336.0,17.0,9481.0,114.0,5.0,1.2576066561617925,608.0,350.0,254.0,252.0,2.0,1.0,0.0,4270.827762216155,2078.6837841812026,10.0,7.0,255.0,2529764507.0,2395894812.0,60.0,44.0,0.0,8512.280959045407,215.59877384196255,135.07961811121885,161.04840060354368,0.21027314690298504,0.13554745639537313,0.07472569050761191,1.0,0.0,2.0,4.0,1.0,5,1
38.0,13917.0,20.0,16512.0,114.0,5.0,0.032978,37416.0,3380.0,31.0,29.0,18.0,8.0,9.0,8902178.0,800533.75,52.0,42.0,255.0,2605233079.0,2606300659.0,720.0,80.0,0.0,35.324481,1.494663,0.592549,0.791439,0.000654,0.000526,0.000128,0.0,0.0,1.0,3.0,1.0,0,0
33.0,48583.0,25.0,1202.0,120.0,2.0,0.005489,568.0,304.0,31.0,29.0,0.0,0.0,0.0,620878.125,332300.9688,4.0,4.0,0.0,0.0,0.0,142.0,76.0,0.0,2.119436,1.890568,1.504667,1.342333,0.0,0.0,0.0,0.0,0.0,11.0,6.0,4.0,0,0
42.0,14520.0,26.0,3930.0,114.0,5.0,0.071931,2558.0,23148.0,31.0,29.0,7.0,14.0,0.0,277488.1563,2513186.25,40.0,42.0,255.0,1155118741.0,1249619815.0,64.0,551.0,0.0,105.225711,103.205053,1.836282,1.7837,0.00072,0.00058,0.00014,0.0,0.0,7.0,4.0,2.0,0,0
38.0,88087.0,24.0,62606.0,114.0,5.0,1.416948,802.0,4272.0,31.0,29.0,2.0,1.0,0.0,3777.132324,21708.63086,6.0,10.0,255.0,2660234380.0,528052786.0,134.0,427.0,0.0,18962.80667,14001.11691,283.1218,153.586556,0.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,0,0
29.0,46486.0,14.0,47344.0,120.0,6.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,2.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,2.0,0.0,24.0,24.0,24.0,4,1
42.0,32138.0,25.0,47344.0,120.0,2.0,0.001029,130.0,162.0,31.0,29.0,0.0,0.0,2.0,505344.9688,629737.5625,2.0,2.0,0.0,0.0,0.0,65.0,81.0,0.0,0.0,0.0,0.001,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0,0
42.0,22037.0,23.0,62606.0,114.0,5.0,1.00902,1580.0,10168.0,31.0,29.0,3.0,5.0,5.0,11488.375,76145.17188,12.0,18.0,255.0,3997160171.0,1848602948.0,132.0,565.0,3924.0,9530.213235,7674.755098999999,91.696365,59.323351,0.000676,0.000519,0.000157,0.0,1.0,1.0,3.0,1.0,0,0
14.0,90.0,29.0,47344.0,120.0,6.0,4e-06,264.0,0.0,60.0,0.0,0.0,0.0,2.0,264000000.0,0.0,2.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,0,0
30.0,43406.0,12.0,62606.0,114.0,5.0,0.6254704376865692,5194.0,268.0,254.0,252.0,3.0,1.0,5.0,75184.34687150066,3020.194246997789,12.0,6.0,255.0,4086884256.0,3492347477.0,388.0,45.0,0.0,3269.412687475549,179.89322207828826,56.83778136582468,114.51873117828457,0.1010460881567347,0.05287147225694107,0.04817461589979363,1.0,1.0,1.0,1.0,1.0,7,1
35.0,26136.0,21.0,62606.0,114.0,5.0,1.190673,18682.0,1087890.0,31.0,29.0,2.0,370.0,5.0,125166.1875,7299616.5,350.0,746.0,255.0,1362551653.0,3513123689.0,53.0,1458.0,524288.0,196.080664,114.820727,3.410794,1.5974700000000002,0.0007,0.0005549999999999999,0.000145,0.0,1.0,1.0,1.0,1.0,0,0
30.0,29564.0,12.0,8696.0,114.0,5.0,2.848337492549192,4477.0,618.0,254.0,252.0,4.0,2.0,0.0,29212.962431508164,1938.694726190929,14.0,11.0,255.0,4244825498.0,3691391711.0,319.0,51.0,0.0,13425.338000669732,376.7989664163585,218.52278971190609,229.22097712425426,0.18984650092860936,0.10925189159468636,0.08059460933392304,1.0,0.0,5.0,2.0,2.0,6,1
29.0,38767.0,12.0,35083.0,114.0,5.0,0.4351336683713348,825.0,268.0,254.0,252.0,2.0,1.0,0.0,23994.671328811466,6337.85807108657,10.0,6.0,255.0,3905062667.0,3160699876.0,82.0,45.0,0.0,2525.439800321536,119.69917826784094,46.268820727273685,70.14188470647885,0.14690332809804182,0.08237485158703554,0.06452847651100628,1.0,0.0,1.0,1.0,1.0,5,1
29.0,43091.0,10.0,16857.0,114.0,5.0,0.8808076115236476,891.0,461.0,254.0,252.0,2.0,1.0,0.0,7272.658506445096,3609.9498823350764,10.0,8.0,255.0,3637295513.0,1217254866.0,83.0,57.0,0.0,5094.497076828266,167.8217567572527,88.73714982052151,111.66179469639481,0.13702916494843834,0.09917115919631078,0.03785800575212757,1.0,0.0,5.0,3.0,3.0,6,1
28.0,68764.0,12.0,62606.0,114.0,5.0,0.5224811910080629,1227.0,268.0,254.0,252.0,2.0,1.0,1.0,16961.642154812285,3484.5080202077534,10.0,6.0,255.0,2010826517.0,3211490221.0,123.0,45.0,0.0,2897.4008250124707,128.98653848140717,54.3925691565044,87.63902391234598,0.20000600433895666,0.08428507672486396,0.11572092761409268,1.0,0.2360734521332973,3.0,1.0,1.0,7,1
29.0,51418.0,16.0,1202.0,114.0,5.0,1.1105278510921228,564.0,354.0,254.0,252.0,2.0,1.0,0.0,3668.3619155934084,2238.5672909311293,10.0,8.0,255.0,2898774482.0,96020850.0,56.0,44.0,0.0,9475.497605280763,238.6883911575746,123.38434463867792,147.53904220654388,0.08772100750015241,0.05859017837688312,0.029130829123269295,1.0,0.0,1.0,4.0,1.0,2,1
30.0,0.0,17.0,1.0,122.0,6.0,3e-06,200.0,0.0,254.0,0.0,0.0,0.0,0.0,266666656.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,8,1
34.0,36655.0,20.0,4219.0,114.0,5.0,0.124056,4342.0,62112.0,31.0,29.0,7.0,30.0,0.0,276262.3438,3951312.5,74.0,74.0,255.0,1725249621.0,3902634186.0,59.0,839.0,0.0,0.0,2.420301,1.695164,1.692973,0.000582,0.000466,0.000116,0.0,0.0,9.0,4.0,2.0,0,0
29.0,90932.0,13.0,56212.0,114.0,5.0,0.7579525602406406,705.0,354.0,254.0,252.0,2.0,1.0,0.0,8456.65708498018,4066.4798300580137,10.0,8.0,255.0,3071294638.0,3936905335.0,70.0,44.0,0.0,4803.032778211258,195.22000130826416,82.57153813335262,98.88521579827578,0.11392102837452475,0.06574561122415218,0.04817541715037258,1.0,0.0,1.0,3.0,1.0,5,1
18.0,90.0,31.0,47344.0,120.0,6.0,3e-06,264.0,0.0,60.0,0.0,0.0,0.0,2.0,352000000.0,0.0,2.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,0,0
29.0,0.0,14.0,1.0,21.0,6.0,5e-06,200.0,0.0,254.0,0.0,0.0,0.0,0.0,160000000.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,7.0,2,1
34.0,117102.0,8.0,53732.0,120.0,2.0,0.001652,528.0,304.0,31.0,29.0,0.0,0.0,0.0,1917675.5,1104116.25,4.0,4.0,0.0,0.0,0.0,132.0,76.0,0.0,0.596327,0.292506,0.426667,0.209333,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,0,0
33.0,110021.0,23.0,47344.0,120.0,2.0,0.001009,130.0,162.0,31.0,29.0,0.0,0.0,2.0,515361.75,642220.0,2.0,2.0,0.0,0.0,0.0,65.0,81.0,0.0,0.0,0.0,0.01,0.008,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0,0
33.0,94682.0,21.0,35117.0,114.0,5.0,0.039568,3614.0,49590.0,31.0,29.0,7.0,24.0,0.0,718560.4375,9864739.0,60.0,62.0,255.0,125024007.0,2286885265.0,60.0,800.0,0.0,37.111538,36.197666,0.664932,0.6306390000000001,0.001255,0.0010960000000000002,0.00015900000000000002,0.0,0.0,12.0,15.0,1.0,0,0
15.0,46486.0,31.0,47344.0,120.0,6.0,4e-06,264.0,0.0,60.0,0.0,0.0,0.0,2.0,264000000.0,0.0,2.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,0,0
5.0,1095.0,33.0,4.0,38.0,3.0,8e-06,168.0,0.0,63.0,0.0,0.0,0.0,0.0,84000000.0,0.0,2.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0
35.0,113159.0,23.0,22581.0,114.0,5.0,0.022965,2990.0,33818.0,31.0,29.0,7.0,18.0,0.0,1019987.0,11545221.0,48.0,50.0,255.0,3291378309.0,1142693109.0,62.0,676.0,0.0,34.522939,33.560699,0.48166,0.456347,0.0007559999999999999,0.000603,0.000153,0.0,0.0,13.0,6.0,2.0,0,0
33.0,101081.0,27.0,14773.0,114.0,5.0,0.010953,2438.0,19266.0,31.0,29.0,7.0,13.0,0.0,1733954.25,13720442.0,38.0,40.0,255.0,1441794757.0,3618710844.0,64.0,482.0,0.0,17.052509,16.336023,0.286919,0.268513,0.00063,0.000477,0.000153,0.0,0.0,2.0,7.0,1.0,0,0
28.0,0.0,11.0,1.0,56.0,6.0,9e-06,200.0,0.0,254.0,0.0,0.0,0.0,0.0,88888888.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,5.0,8,1
